텍스트,분류 1차,분류 2차,keyword,code,자동 생성 제목
"
안녕하세요 #{수신자명}님,
주문하신 제품이 #{지연 사유}(으)로 인하여 배송이 지연되고 있어 안내 드립니다.
배송이 늦어지게 되어 사과 드립니다.
주문하신 제품은 #{출고예정일} 출고 예정입니다.

배송이 지연 되어 다시 한 번 사과 드리며 배송 관련 문의는 고객센터로 연락 주시면 친절히 상담해드리겠습니다.

▶ 고객센터 : #{고객센터}

감사합니다.",배송,배송상태,"배송실패,배송지연,배송,연기,지체",IBWINGO3940_1656045264908,배송 지연 안내
"
안녕하세요 #{수신자명}님,
요청하신 상품이 배송 완료되었습니다.

▶주문번호: #{주문번호}
▶주문상품: #{주문상품}

주문내역을 확인하시려면 아래의 버튼을 클릭해 주세요.

※문의사항이 있으신 경우 홈페이지에 문의해 주세요.",배송,배송완료,"배송,배송완료,배송정보,구매,주문,구매완료,수령,배송확인",IBWINGO3940_1656052724169,배송 완료
"
안녕하세요 #{수신자명}님,
주문하신 상품의 배송이 시작되었습니다.

▶ 주문상품명 : #{주문상품명}
▶ 송장번호 : #{송장번호}
▶ 택배사명 : #{택배사명}

상세한 정보는 아래 배송조회 통해 확인해 주세요.",배송,배송상태,"배송출발,배송,배송상태,발송,배송시작",IBWINGO3940_1656052794783,배송 출발 안내
"
안녕하세요. #{수신자명}님,
주문하신 상품이 배송 완료되었습니다.

▶주문번호: #{주문번호}
▶송장번호: #{송장번호}
▶택배사 : #{택배사}

이용해주셔서 감사합니다. 구매하신 상품이 마음에 드셨다면, 소중한 리뷰를 남겨주세요.",배송,배송완료,"리뷰,후기,배송,배송완료,배송정보,주문,구매,구매완료,주문완료,상품리뷰",IBWINGO3940_1650346800880,배송 완료 안내
"
안녕하세요 #{수신자명}님,
#{상품명}이 배송될 예정입니다.
배송지 변경을 원하시는 경우 또는 주소가 정상적으로 입력되지 않은 경우
아래 주소에서 변경 부탁드리겠습니다.",배송,배송예정,"리마인드,배송예정,주소,주소확인,배송안내",IBWINGO3940_1650346772803,배송 주소지 확인 알림
"
안녕하세요 #{수신자명}님,
구매하신 #{상품명} 상품은 묶음배송이 불가하여, 부득이하게 개별배송됩니다.

궁금하신 점은 아래 전화로 문의 주세요.
▶ 고객센터 : #{고객센터}

조금만 기다려주세요!
감사합니다!",배송,배송예정,"개별배송,배송,배송예정,배송실패,발송",IBWINGO3940_1650346717889,개별 배송 안내
"안녕하세요 #{수신자명}님,
#{상품명}이 배송될 예정입니다.

▶ 송장번호 : #{송장번호}
▶ 택배사 : #{택배사}

도로교통상황에 따라 배송코스가 변경될 수 있어
정확한 도착시간을 안내 드리지 못하는 점 양해 부탁드립니다.",배송,배송예정,"리마인드,배송예정,배송,배송안내,전일",IBWINGO3940_1650346632449,배송 안내
"
안녕하세요 #{수신자명}님,
주문하신 제품이 #{지연사유}(으)로 인하여 배송이 지연되고 있어 안내 드립니다.
배송이 늦어지게 되어 사과 드립니다.
주문하신 제품은 #{출고일} 출고 예정입니다.

배송이 지연 되어 다시 한 번 사과 드리며 배송 관련 문의는 고객센터로 연락 주시면 친절히 상담해드리겠습니다.

▶ 고객센터 : #{고객센터}

감사합니다.",배송,배송상태,"배송실패,배송지연,배송,연기,지체",IBWINGO3940_1650346603134,배송 지연 안내
"
안녕하세요 #{수신자명}님,
주문하신 상품의 배송이 시작되었습니다.

▶ 주문상품명 : #{주문상품명}
▶ 송장번호 : #{송장번호}
▶ 택배사명 : #{택배사명}

상세한 정보는 아래 배송조회 통해 확인해 주세요.",배송,배송상태,"배송출발,배송,배송상태,발송,배송시작",IBWINGO3940_1650346549783,배송 출발 안내
"
안녕하세요 #{수신자명}님,
고객님께서 주문하신 상품이 발송될 예정입니다.

고객님께서 만족하실 수 있도록 정성을 담아 상품을 전달해 드리겠습니다.

▶ 상품명 : #{상품명}
▶ 결제금액 : #{결제금액}원
▶ 택배사명 : #{택배사명}
▶ 송장번호 : #{송장번호}

※ 교통상황에 따라 도착시간이 변경될 수 있습니다. 고객님의 양해를 부탁드립니다.

※ 자세한 주문내역은 아래 버튼을 통해 앱에서 확인하실 수 있습니다.",배송,배송예정,"배송,배송예정,배송상태,주문,발송",IBWINGO3940_1650346388311,배송 안내
"
안녕하세요 #{수신자명}님,
요청하신 상품이 배송 완료되었습니다.

▶주문번호: #{주문번호}
▶주문상품: #{주문상품}

주문내역을 확인하시려면 아래의 버튼을 클릭해 주세요.

※문의사항이 있으신 경우 홈페이지에 문의해 주세요.",배송,배송완료,"배송,배송완료,배송정보,구매,주문,구매완료,수령,배송확인",IBWINGO3940_1643015322572,배송 완료
"
안녕하세요 #{수신자명} 고객님,
고객님께서 주문하신 상품을 아래 사진 속 위치에 배송 완료하였습니다.

사진 속 위치를 알기 어려우시거나 문의사항이 있으신 경우 고객센터 및 홈페이지 문의를 남겨주시면 빠르게 응대해 드리겠습니다.

오늘도 #{발신 스페이스}과 함께 즐거운 하루 보내세요!
감사합니다.

고객센터 : #{고객센터}",배송,배송완료,"배송,배송완료,배송정보,구매,주문,사진,배송확인,배송지확인,배송지",IBWINGO3940_1642987565368,배송 완료
"
안녕하세요 #{수신자명} 고객님,
고객님께서 주문하신 상품을 댁 앞에 안전하게 배송 완료하였습니다.

혹시 상품을 수령하지 못하셨거나 상품에 이상이 있을 경우 고객센터 또는 홈페이지 문의를 남겨주시면 빠르게 응대해 드리겠습니다.

오늘도 #{발신 스페이스}과 함께 즐거운 하루 보내세요!
감사합니다.

고객센터 : #{고객센터}",배송,배송완료,"배송,배송완료,배송정보,구매,주문,사진,배송확인,배송지확인,배송지",IBWINGO3940_1642987598630,배송 완료
"
안녕하세요 #{수신자명} 고객님,
주문하신 상품이 매장에 도착하였습니다.

▶상품: #{상품}
▶방문 시간: #{방문 시간}

상품 수령해주시기 바랍니다.
감사합니다.",배송,배송완료,"입고,재입고,배송,주문,사전구매,구매,주문,배송완료,도착",IBWINGO3940_1642987636918,주문 상품 도착 안내
"
안녕하세요 #{수신자명} 고객님,
고객님이 주문하신 상품이 출고 되었으나, 택배 파업으로 인해 고객님 배송지로 도착하지 못하고 저희 측으로 반송되었습니다. 현재 파업으로 인해 재출고 또한 하지 못하는 상황입니다.

주문건을 취소하실지 혹은 파업 종료시까지 대기하실지 확인하여 전화 주시면 감사하겠습니다.

불편을 드려 죄송합니다.

▶고객센터: #{고객센터}",배송,배송실패,"배송실패,실패,배송,배송정보,배송안내",IBWINGO3940_1642987732262,배송 실패 안내
"
안녕하세요 #{수신자명}님,
이번 주 발송 예정이던 #{상품명}의 품질이 너무 좋지 못하여 다음 주로 배송을 연기하고자 합니다.

조금만 기다려주시면 좋은 품질의 물건으로 보답해드리겠습니다.

▶배송 예정 시작일 : #{배송 예정 시작일}

배송이 연기된 점 양해 부탁 드리며, 항상 이용해 주셔서 감사합니다.",배송,배송상태,"배송,연기,배송연기,배송예정,상품안내,배송안내,지체",IBWINGO3940_1642987086529,배송 연기 안내
"
안녕하세요. #{수신자명}님.
주문하신 상품의 송장번호가 변경되었습니다.

▶택배사: #{택배사}
▶주문번호: #{주문번호}
▶송장번호: #{송장번호}

확인 부탁드립니다.
감사합니다.",배송,배송상태,"배송,송장번호,배송안내,주문,구매,변경,운송장번호",IBWINGO3940_1643003565334,송장번호 변경 안내
"
안녕하세요. #{수신자명}님.
주문하신 상품의 송장번호가 삭제되었습니다.

▶택배사: #{택배사}
▶주문번호: #{주문번호}
▶송장번호: #{송장번호}

판매자의 오기입으로 송장번호가 삭제될 수 있습니다.
자세한 문의는 아래 버튼을 클릭해 주세요.
감사합니다.",배송,배송상태,"배송,송장번호,배송안내,주문,구매,삭제,배송실패,정보변경,운송장번호",IBWINGO3940_1643003636383,송장번호 삭제 안내
"
안녕하세요. #{수신자명}님,
#{수신자명}님의 제품이 발송되었습니다.

▶택배사: #{택배사}
▶송장번호: #{송장번호}
▶제품명: #{제품명}

단순히 제품을 판매하는 것에서 그치는 것이 아니라, 제품을 모두 다 사용하실 때까지 만족하실 수 있도록 더욱 노력하겠습니다.
사용하시면서 궁금하신 점이나 불편하신 점 있으시면 언제든 연락주세요.

오늘도 건강하고 행복한 하루 되세요.",배송,배송상태,"배송,발송,구매,주문,배송예정,제품발송,발송안내,발송완료",IBWINGO3940_1643003838171,제품 발송 안내
"
안녕하세요. #{수신자명}님께서 구매하신 #{상품명}(이)가 금일 배송출고 되었습니다.

▶배송업체: #{배송업체}
▶운송장번호: #{운송장번호}

구매해 주셔서 감사합니다.",배송,배송상태,"배송,출고,배송예정,구매,주문,출고완료,배송안내,발송완료,도착예정",IBWINGO3940_1642987251535,배송 출고 안내
"
안녕하세요. #{수신자명}님, 요청하신 택배 배송 정보 전달드립니다.

▶배송업체: #{배송업체}
▶주문번호: #{주문번호}
▶운송장번호: #{운송장번호}

아래 버튼을 클릭하시면 더 자세한 정보를 보실 수 있습니다.",배송,배송상태,"배송,배송안내,배송예정,구매,주문,배송정보,구매정보,주문정보,주문내역",IBWINGO3940_1643003895884,배송 정보 안내
"
안녕하세요 #{수신자명}님,
주문하신 제품이 배송 지연 중입니다.

▶지연사유: #{지연사유}
▶예상 배송 시작일: #{예상 배송 시작일}
▶배송업체: #{배송업체}
▶송장번호: #{송장번호}

빠른 배송을 위해 최선을 다하겠습니다.
감사합니다.",배송,배송상태,"배송,지연,배송지연,배송안내,구매,주문,배송예정,배송실패",IBWINGO3940_1643003912883,배송 지연 안내
"
안녕하세요. #{발신 스페이스} 입니다.
#{수신자명}님께서 주문하신 제품이 폭설로 인하여 배송 지연 중입니다.
차량 운행이 가능한대로 제품 발송 예정이니 조금만 기다려 주시기 바랍니다.

감사합니다.",배송,배송상태,"배송,지연,배송지연,배송안내,구매,주문",IBWINGO3940_1642987378391,배송 지연 안내
"
주문하신 제품이 #{발송처} 현지에서 출고되었습니다.
항공 운송 후 공항에서 통관이 진행됩니다.

통관후 우체국 운송장번호 (#{운송장번호})로 조회되며, 통관까지는 3-5일 소요됩니다.
통관 전에는 운송장번호가 조회되지 않습니다.
▶배송업체: #{배송업체}
감사합니다.",배송,배송상태,"배송,해외,해외배송,구매,주문,출고,배송안내,출고완료,구매확인,배송확인",IBWINGO3940_1643003931944,배송 안내
"
안녕하세요 #{수신자명}님,
현재 교통상황으로 인해 당일배송으로 수령하시는 상품의 배송시간이 지연될 수 있어 안내드립니다.

#{배송 예전시각} 이전까지는 배송이 완료될 것으로 예상되며, 최대한 빠르게 배송해드릴 수 있도록 최선을 다하겠습니다.

▶배송업체: #{배송업체}
▶송장번호: #{송장번호}

감사합니다.",배송,배송예정,"배송,지연,배송지연,배송안내,구매,주문,배송예정",IBWINGO3940_1643003957754,당일 배송 지연 안내
"
안녕하세요. #{수신자명} 고객님.

주문하신 상품이 아래 시간에 도착할 예정입니다.

▶도착예정시간: #{도착예정시간}
▶배송업체: #{배송업체}
▶송장번호: #{송장번호}

#{서비스}을 이용해 주셔서 감사합니다.",배송,배송예정,"배송예정,배송도착,배송,배송도착예정알림,구매,주문,구매정보",IBWINGO3940_1643003972128,배송 도착 예정 시간 안내
"
안녕하세요 #{수신자명}님,
#{수신자명}님이 주문하신 상품이 배송완료 되었습니다.

상품은 잘 받아보셨나요?^^

#{발신 스페이스}에서는 #{수신자명}님의
소중한 리뷰를 기다리고 있습니다.",배송,배송완료,"배송완료,배송,배송상태,발송,주문",IBWINGO202_1638844218470,배송 완료 안내
"
안녕하세요 #{수신자명}님,
아래와 같은 이유로 배송에 실패하였습니다.

▶ 상품명 : #{상품명}
▶ 실패이유 : #{실패이유}

불편을 드린 점 양해 부탁드리며, 재주문 하시려면 아래 버튼을 클릭해주세요.",배송,배송실패,"배송실패,배송지연,연기,지체,재주문",IBWINGO202_1638850365036,배송 실패 안내
"[#{문의} 결과 확인 안내]

안녕하세요 #{수신자명}님, 
#{문의} 결과가 홈페이지에 발표되었습니다.
하단 ""결과보기"" 클릭하시어 확인 부탁드립니다.

▶ 문의사항 : #{문의사항}",리포팅,계약/견적,"결과,결과도착,결과확인,결과안내",IBWINGO3940_1656291393694,결과 확인 안내
